title,price,image,product_url,product_type,vendor
"Fender Venice Soprano Ukulele, Walnut FB, Natural",275,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/maxresdefault_5c615d40-9543-4258-9cfc-6bdc2b6c43bf.jpg?v=1635308540,https://majormusic.com.my/collections/ukuleles/products/fender-venice-soprano-ukulele-walnut-fb-natural,4,7
"Fender Zuma Classic Concert Ukulele, Walnut FB, Burgundy Mist",510,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/F03-097-1630-066_1556528960879_735x735_5450729b-8324-4a87-93e3-fe36d22620c2.jpg?v=1617179801,https://majormusic.com.my/collections/ukuleles/products/fender-zuma-classic-concert-ukulele-walnut-fb-burgundy-mist,4,7
"Fender Venice Soprano Ukulele, Seafoam Green",275,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/F03-097-1610-557_1556530350617_735x735_06821280-b60f-4a52-ab43-ad78c8308edc.jpg?v=1617177802,https://majormusic.com.my/collections/ukuleles/products/fender-venice-soprano-ukulele-seafoam-green,4,7
"Fender Venice Soprano Ukulele, Walnut FB, Black",275,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/F03-097-1610-706_1556529617620_735x735_78bc3d91-5c84-4620-a045-45998bc8bca3.jpg?v=1617177541,https://majormusic.com.my/collections/ukuleles/products/fender-venice-soprano-ukulele-walnut-fb-black,4,7
"Fender Grace VanderWaal ""Moonlight"" Soprano Ukulele",475,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/F03-097-1610-102_1556530942171_735x735_42591590-9a87-4030-9783-08b2d3cd37ff.jpg?v=1617176727,https://majormusic.com.my/collections/ukuleles/products/fender-grace-vanderwaal-moonlight-soprano-ukulele,4,7
"Fender Billie Eilish Signature Concert Ukulele, Walnut FB, Black",1360,https://cdn.shopify.com/s/files/1/0548/9374/0193/products/products_2FF03-097-1752-106_2FF03-097-1752-106_1604545133724_735x735_a666aa96-11d8-4bb2-9c28-a6e2ce0bfcd4.jpg?v=1616584826,https://majormusic.com.my/collections/ukuleles/products/fender-billie-eilish-signature-concert-ukulele-walnut-fb-black,4,7
